Domain,Area,Indicator,Sex,Year,Element,Source,Unit,Value
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","3.7"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","3.5"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","2.7"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","2.9"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","2.9"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","2.9"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","2.9"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","3.1"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","2.8"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","2.7"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","2.9"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","2.6"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","2.5"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","2.5"
"Employment Indicators: Agriculture","France","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","2.4"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","2.3"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","2.3"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","1.8"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","1.7"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","1.6"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","1.6"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","1.6"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","1.4"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","1.4"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","1.4"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","1.3"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","1.3"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","1.2"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","1.2"
"Employment Indicators: Agriculture","Germany","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","1.3"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","11.7"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","11.3"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","11.1"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","11.7"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","12.4"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","12.3"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","13"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","13.7"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","13.6"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","12.9"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","12.4"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","12.1"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","12.3"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","11.6"
"Employment Indicators: Agriculture","Greece","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","10.6"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","4.8"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","4.6"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","4.3"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","4.6"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","4.5"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","4.9"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","5.1"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","4.8"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","4.7"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","4.9"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","5"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","5"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","4.8"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","4.7"
"Employment Indicators: Agriculture","Hungary","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","4.8"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","5.7"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","5.4"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","5.3"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","5.6"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","5.8"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","5.7"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","5.8"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","5.8"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","5.4"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","5.3"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","5.3"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","5"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","4.8"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","4.4"
"Employment Indicators: Agriculture","Ireland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","4.5"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","4.3"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","4"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","3.7"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","3.7"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","3.8"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","3.7"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","3.7"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","3.6"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","3.6"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","3.8"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","3.9"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","3.8"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","3.8"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","3.9"
"Employment Indicators: Agriculture","Italy","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","4"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","11.5"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","10.2"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","8"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","8.8"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","8.6"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","8.9"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","8.4"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","8.1"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","7.5"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","7.9"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","7.7"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","6.9"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","7"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","7.3"
"Employment Indicators: Agriculture","Latvia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","7.2"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","13.8"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","11.3"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","8.1"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","9"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","8.8"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","8.5"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","8.8"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","8.4"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","9.2"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","9.1"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","8"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","7.8"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","7.2"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","6.4"
"Employment Indicators: Agriculture","Lithuania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","5.7"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","1.8"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","1.8"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","1.7"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","1.4"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","1.1"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","1.2"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","1.3"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","1.6"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","1.4"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","1"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","1"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","1.4"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","1.1"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","0.7"
"Employment Indicators: Agriculture","Luxembourg","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","0.8"
