Domain,Area,Indicator,Sex,Year,Element,Source,Unit,Value
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","2"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","1.8"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","1.8"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","1.5"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","1.3"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","1.2"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","1"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","1.3"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","1.3"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","1.5"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","1.2"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","1"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","1"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","1"
"Employment Indicators: Agriculture","Malta","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","1.1"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","3.6"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","3.3"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","3.2"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","3.1"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","3.1"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","2.8"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","2.7"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","2.1"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","2.3"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","2.3"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","2.3"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","2.3"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","2.1"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","2.1"
"Employment Indicators: Agriculture","Netherlands (Kingdom of the)","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","2.1"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","15.8"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","14.7"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","14"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","13.3"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","13.1"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","12.9"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","12.6"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","12"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","11.5"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","11.5"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","10.6"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","10.2"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","9.6"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","9.2"
"Employment Indicators: Agriculture","Poland","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","9.6"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","11.9"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","11.8"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","11.4"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","11.4"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","11.2"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","10.2"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","10.8"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","10.2"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","8.6"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","7.5"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","6.9"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","6.4"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","6"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","5.5"
"Employment Indicators: Agriculture","Portugal","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","5.4"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","30.6"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","29.5"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","28.7"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","29.1"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","31"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","29.3"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","29.7"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","29.3"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","28.3"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","25.6"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","23.1"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","22.8"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","22.3"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","21.2"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","20.5"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","4.4"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","4.2"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","4"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","3.6"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","3.2"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","3.1"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","3.2"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","3.3"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","3.5"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","3.2"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","2.9"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","2.7"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","2.3"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","2.8"
"Employment Indicators: Agriculture","Slovakia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","2.6"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","9.6"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","9.9"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","8.6"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","9.1"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","8.8"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","8.6"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","8.4"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","8.5"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","9.6"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","7.1"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","5"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","5.6"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","5.5"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","4.3"
"Employment Indicators: Agriculture","Slovenia","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","4.1"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","4.8"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","4.5"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","4"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","4.1"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","4.2"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","4.1"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","4.2"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","4.3"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","4.2"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","4.1"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","4.2"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","4.4"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","4.2"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","4"
"Employment Indicators: Agriculture","Spain","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","4"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2006","Value","ILO - ILO Modelled Estimates","%","2.2"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2007","Value","ILO - ILO Modelled Estimates","%","2.3"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2008","Value","ILO - ILO Modelled Estimates","%","2.1"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2009","Value","ILO - ILO Modelled Estimates","%","2.2"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2010","Value","ILO - ILO Modelled Estimates","%","2.1"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2011","Value","ILO - ILO Modelled Estimates","%","2"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2012","Value","ILO - ILO Modelled Estimates","%","2.1"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2013","Value","ILO - ILO Modelled Estimates","%","2"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2014","Value","ILO - ILO Modelled Estimates","%","2"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2015","Value","ILO - ILO Modelled Estimates","%","2"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2016","Value","ILO - ILO Modelled Estimates","%","1.9"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2017","Value","ILO - ILO Modelled Estimates","%","1.8"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2018","Value","ILO - ILO Modelled Estimates","%","1.7"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2019","Value","ILO - ILO Modelled Estimates","%","1.7"
"Employment Indicators: Agriculture","Sweden","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","Total","2020","Value","ILO - ILO Modelled Estimates","%","1.7"
