Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Austria","Yield","Barley","2006","100 g/ha","44276"
"Crops and livestock products","Austria","Yield","Barley","2007","100 g/ha","41948"
"Crops and livestock products","Austria","Yield","Barley","2008","100 g/ha","52079"
"Crops and livestock products","Austria","Yield","Barley","2009","100 g/ha","46005"
"Crops and livestock products","Austria","Yield","Barley","2010","100 g/ha","46063"
"Crops and livestock products","Austria","Yield","Barley","2011","100 g/ha","56064"
"Crops and livestock products","Austria","Yield","Barley","2012","100 g/ha","43995"
"Crops and livestock products","Austria","Yield","Barley","2013","100 g/ha","51486"
"Crops and livestock products","Austria","Yield","Barley","2014","100 g/ha","57994"
"Crops and livestock products","Austria","Yield","Barley","2015","100 g/ha","55376"
"Crops and livestock products","Austria","Yield","Barley","2016","100 g/ha","61221"
"Crops and livestock products","Austria","Yield","Barley","2017","100 g/ha","56300"
"Crops and livestock products","Austria","Yield","Barley","2018","100 g/ha","49618"
"Crops and livestock products","Austria","Yield","Barley","2019","100 g/ha","60342"
"Crops and livestock products","Austria","Yield","Barley","2020","100 g/ha","64159"
"Crops and livestock products","Austria","Yield","Maize (corn)","2006","100 g/ha","96370"
"Crops and livestock products","Austria","Yield","Maize (corn)","2007","100 g/ha","103128"
"Crops and livestock products","Austria","Yield","Maize (corn)","2008","100 g/ha","113173"
"Crops and livestock products","Austria","Yield","Maize (corn)","2009","100 g/ha","108293"
"Crops and livestock products","Austria","Yield","Maize (corn)","2010","100 g/ha","97247"
"Crops and livestock products","Austria","Yield","Maize (corn)","2011","100 g/ha","112996"
"Crops and livestock products","Austria","Yield","Maize (corn)","2012","100 g/ha","107025"
"Crops and livestock products","Austria","Yield","Maize (corn)","2013","100 g/ha","81173"
"Crops and livestock products","Austria","Yield","Maize (corn)","2014","100 g/ha","107915"
"Crops and livestock products","Austria","Yield","Maize (corn)","2015","100 g/ha","86787"
"Crops and livestock products","Austria","Yield","Maize (corn)","2016","100 g/ha","111629"
"Crops and livestock products","Austria","Yield","Maize (corn)","2017","100 g/ha","99104"
"Crops and livestock products","Austria","Yield","Maize (corn)","2018","100 g/ha","101493"
"Crops and livestock products","Austria","Yield","Maize (corn)","2019","100 g/ha","104168"
"Crops and livestock products","Austria","Yield","Maize (corn)","2020","100 g/ha","113449"
"Crops and livestock products","Austria","Yield","Wheat","2006","100 g/ha","49066"
"Crops and livestock products","Austria","Yield","Wheat","2007","100 g/ha","47763"
"Crops and livestock products","Austria","Yield","Wheat","2008","100 g/ha","56935"
"Crops and livestock products","Austria","Yield","Wheat","2009","100 g/ha","49295"
"Crops and livestock products","Austria","Yield","Wheat","2010","100 g/ha","50117"
"Crops and livestock products","Austria","Yield","Wheat","2011","100 g/ha","58549"
"Crops and livestock products","Austria","Yield","Wheat","2012","100 g/ha","41388"
"Crops and livestock products","Austria","Yield","Wheat","2013","100 g/ha","53743"
"Crops and livestock products","Austria","Yield","Wheat","2014","100 g/ha","59217"
"Crops and livestock products","Austria","Yield","Wheat","2015","100 g/ha","56962"
"Crops and livestock products","Austria","Yield","Wheat","2016","100 g/ha","62534"
"Crops and livestock products","Austria","Yield","Wheat","2017","100 g/ha","48712"
"Crops and livestock products","Austria","Yield","Wheat","2018","100 g/ha","46453"
"Crops and livestock products","Austria","Yield","Wheat","2019","100 g/ha","57372"
"Crops and livestock products","Austria","Yield","Wheat","2020","100 g/ha","59234"
"Crops and livestock products","Belgium","Yield","Barley","2006","100 g/ha","74957"
"Crops and livestock products","Belgium","Yield","Barley","2007","100 g/ha","77051"
"Crops and livestock products","Belgium","Yield","Barley","2008","100 g/ha","60001"
"Crops and livestock products","Belgium","Yield","Barley","2009","100 g/ha","83906"
"Crops and livestock products","Belgium","Yield","Barley","2010","100 g/ha","91457"
"Crops and livestock products","Belgium","Yield","Barley","2011","100 g/ha","76952"
"Crops and livestock products","Belgium","Yield","Barley","2012","100 g/ha","78235"
"Crops and livestock products","Belgium","Yield","Barley","2013","100 g/ha","83252"
"Crops and livestock products","Belgium","Yield","Barley","2014","100 g/ha","84739"
"Crops and livestock products","Belgium","Yield","Barley","2015","100 g/ha","89821"
"Crops and livestock products","Belgium","Yield","Barley","2016","100 g/ha","62371"
"Crops and livestock products","Belgium","Yield","Barley","2017","100 g/ha","84164"
"Crops and livestock products","Belgium","Yield","Barley","2018","100 g/ha","76879"
"Crops and livestock products","Belgium","Yield","Barley","2019","100 g/ha","85770"
"Crops and livestock products","Belgium","Yield","Barley","2020","100 g/ha","74914"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2006","100 g/ha","101929"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2007","100 g/ha","131278"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2008","100 g/ha","119258"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2009","100 g/ha","121174"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2010","100 g/ha","119283"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2011","100 g/ha","119360"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2012","100 g/ha","102438"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2013","100 g/ha","111500"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2014","100 g/ha","105024"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2015","100 g/ha","102283"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2016","100 g/ha","92268"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2017","100 g/ha","124206"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2018","100 g/ha","69744"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2019","100 g/ha","88244"
"Crops and livestock products","Belgium","Yield","Maize (corn)","2020","100 g/ha","81151"
"Crops and livestock products","Belgium","Yield","Wheat","2006","100 g/ha","82549"
"Crops and livestock products","Belgium","Yield","Wheat","2007","100 g/ha","78908"
"Crops and livestock products","Belgium","Yield","Wheat","2008","100 g/ha","87585"
"Crops and livestock products","Belgium","Yield","Wheat","2009","100 g/ha","94652"
"Crops and livestock products","Belgium","Yield","Wheat","2010","100 g/ha","88272"
"Crops and livestock products","Belgium","Yield","Wheat","2011","100 g/ha","84046"
"Crops and livestock products","Belgium","Yield","Wheat","2012","100 g/ha","84522"
"Crops and livestock products","Belgium","Yield","Wheat","2013","100 g/ha","89349"
"Crops and livestock products","Belgium","Yield","Wheat","2014","100 g/ha","94129"
"Crops and livestock products","Belgium","Yield","Wheat","2015","100 g/ha","100152"
"Crops and livestock products","Belgium","Yield","Wheat","2016","100 g/ha","67871"
"Crops and livestock products","Belgium","Yield","Wheat","2017","100 g/ha","86174"
"Crops and livestock products","Belgium","Yield","Wheat","2018","100 g/ha","84923"
"Crops and livestock products","Belgium","Yield","Wheat","2019","100 g/ha","93364"
"Crops and livestock products","Belgium","Yield","Wheat","2020","100 g/ha","89463"
"Crops and livestock products","Bulgaria","Yield","Barley","2006","100 g/ha","29417"
"Crops and livestock products","Bulgaria","Yield","Barley","2007","100 g/ha","22465"
"Crops and livestock products","Bulgaria","Yield","Barley","2008","100 g/ha","39433"
"Crops and livestock products","Bulgaria","Yield","Barley","2009","100 g/ha","33218"
"Crops and livestock products","Bulgaria","Yield","Barley","2010","100 g/ha","33966"
"Crops and livestock products","Bulgaria","Yield","Barley","2011","100 g/ha","39500"
"Crops and livestock products","Bulgaria","Yield","Barley","2012","100 g/ha","34578"
"Crops and livestock products","Bulgaria","Yield","Barley","2013","100 g/ha","36910"
"Crops and livestock products","Bulgaria","Yield","Barley","2014","100 g/ha","39695"
"Crops and livestock products","Bulgaria","Yield","Barley","2015","100 g/ha","39661"
"Crops and livestock products","Bulgaria","Yield","Barley","2016","100 g/ha","43161"
"Crops and livestock products","Bulgaria","Yield","Barley","2017","100 g/ha","46371"
"Crops and livestock products","Bulgaria","Yield","Barley","2018","100 g/ha","43323"
"Crops and livestock products","Bulgaria","Yield","Barley","2019","100 g/ha","50268"
"Crops and livestock products","Bulgaria","Yield","Barley","2020","100 g/ha","43310"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2006","100 g/ha","45328"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2007","100 g/ha","45719"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2008","100 g/ha","41548"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2009","100 g/ha","47071"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2010","100 g/ha","62512"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2011","100 g/ha","55310"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2012","100 g/ha","36800"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2013","100 g/ha","63943"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2014","100 g/ha","76823"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2015","100 g/ha","54085"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2016","100 g/ha","54703"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2017","100 g/ha","64362"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2018","100 g/ha","79225"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2019","100 g/ha","72379"
"Crops and livestock products","Bulgaria","Yield","Maize (corn)","2020","100 g/ha","51830"
"Crops and livestock products","Bulgaria","Yield","Wheat","2006","100 g/ha","34026"
"Crops and livestock products","Bulgaria","Yield","Wheat","2007","100 g/ha","21973"
"Crops and livestock products","Bulgaria","Yield","Wheat","2008","100 g/ha","41674"
"Crops and livestock products","Bulgaria","Yield","Wheat","2009","100 g/ha","31873"
"Crops and livestock products","Bulgaria","Yield","Wheat","2010","100 g/ha","36185"
"Crops and livestock products","Bulgaria","Yield","Wheat","2011","100 g/ha","39197"
"Crops and livestock products","Bulgaria","Yield","Wheat","2012","100 g/ha","37596"
"Crops and livestock products","Bulgaria","Yield","Wheat","2013","100 g/ha","41885"
"Crops and livestock products","Bulgaria","Yield","Wheat","2014","100 g/ha","42172"
"Crops and livestock products","Bulgaria","Yield","Wheat","2015","100 g/ha","45316"
"Crops and livestock products","Bulgaria","Yield","Wheat","2016","100 g/ha","47483"
"Crops and livestock products","Bulgaria","Yield","Wheat","2017","100 g/ha","53583"
"Crops and livestock products","Bulgaria","Yield","Wheat","2018","100 g/ha","49129"
"Crops and livestock products","Bulgaria","Yield","Wheat","2019","100 g/ha","52722"
"Crops and livestock products","Bulgaria","Yield","Wheat","2020","100 g/ha","40393"
"Crops and livestock products","Croatia","Yield","Barley","2006","100 g/ha","36387"
"Crops and livestock products","Croatia","Yield","Barley","2007","100 g/ha","38181"
"Crops and livestock products","Croatia","Yield","Barley","2008","100 g/ha","42588"
"Crops and livestock products","Croatia","Yield","Barley","2009","100 g/ha","40885"
"Crops and livestock products","Croatia","Yield","Barley","2010","100 g/ha","32815"
"Crops and livestock products","Croatia","Yield","Barley","2011","100 g/ha","40143"
"Crops and livestock products","Croatia","Yield","Barley","2012","100 g/ha","41434"
"Crops and livestock products","Croatia","Yield","Barley","2013","100 g/ha","37426"
"Crops and livestock products","Croatia","Yield","Barley","2014","100 g/ha","38040"
"Crops and livestock products","Croatia","Yield","Barley","2015","100 g/ha","44268"
"Crops and livestock products","Croatia","Yield","Barley","2016","100 g/ha","46592"
"Crops and livestock products","Croatia","Yield","Barley","2017","100 g/ha","48272"
"Crops and livestock products","Croatia","Yield","Barley","2018","100 g/ha","45140"
"Crops and livestock products","Croatia","Yield","Barley","2019","100 g/ha","51919"
"Crops and livestock products","Croatia","Yield","Barley","2020","100 g/ha","49076"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2006","100 g/ha","65312"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2007","100 g/ha","49371"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2008","100 g/ha","79759"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2009","100 g/ha","73508"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2010","100 g/ha","69678"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2011","100 g/ha","56817"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2012","100 g/ha","43374"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2013","100 g/ha","65000"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2014","100 g/ha","81046"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2015","100 g/ha","64748"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2016","100 g/ha","85470"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2017","100 g/ha","63113"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2018","100 g/ha","91238"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2019","100 g/ha","89817"
"Crops and livestock products","Croatia","Yield","Maize (corn)","2020","100 g/ha","84279"
"Crops and livestock products","Croatia","Yield","Wheat","2006","100 g/ha","45833"
"Crops and livestock products","Croatia","Yield","Wheat","2007","100 g/ha","46408"
"Crops and livestock products","Croatia","Yield","Wheat","2008","100 g/ha","54833"
"Crops and livestock products","Croatia","Yield","Wheat","2009","100 g/ha","51896"
"Crops and livestock products","Croatia","Yield","Wheat","2010","100 g/ha","40415"
"Crops and livestock products","Croatia","Yield","Wheat","2011","100 g/ha","52237"
"Crops and livestock products","Croatia","Yield","Wheat","2012","100 g/ha","53473"
"Crops and livestock products","Croatia","Yield","Wheat","2013","100 g/ha","48846"
"Crops and livestock products","Croatia","Yield","Wheat","2014","100 g/ha","41560"
"Crops and livestock products","Croatia","Yield","Wheat","2015","100 g/ha","53809"
"Crops and livestock products","Croatia","Yield","Wheat","2016","100 g/ha","56537"
"Crops and livestock products","Croatia","Yield","Wheat","2017","100 g/ha","58084"
"Crops and livestock products","Croatia","Yield","Wheat","2018","100 g/ha","54388"
"Crops and livestock products","Croatia","Yield","Wheat","2019","100 g/ha","56114"
"Crops and livestock products","Croatia","Yield","Wheat","2020","100 g/ha","58680"
"Crops and livestock products","Cyprus","Yield","Barley","2006","100 g/ha","11934"
"Crops and livestock products","Cyprus","Yield","Barley","2007","100 g/ha","15288"
"Crops and livestock products","Cyprus","Yield","Barley","2008","100 g/ha","1140"
"Crops and livestock products","Cyprus","Yield","Barley","2009","100 g/ha","17863"
"Crops and livestock products","Cyprus","Yield","Barley","2010","100 g/ha","19073"
"Crops and livestock products","Cyprus","Yield","Barley","2011","100 g/ha","18319"
"Crops and livestock products","Cyprus","Yield","Barley","2012","100 g/ha","23231"
"Crops and livestock products","Cyprus","Yield","Barley","2013","100 g/ha","15300"
"Crops and livestock products","Cyprus","Yield","Barley","2014","100 g/ha","1436"
"Crops and livestock products","Cyprus","Yield","Barley","2015","100 g/ha","25377"
"Crops and livestock products","Cyprus","Yield","Barley","2016","100 g/ha","2000"
"Crops and livestock products","Cyprus","Yield","Barley","2017","100 g/ha","17122"
"Crops and livestock products","Cyprus","Yield","Barley","2018","100 g/ha","6188"
"Crops and livestock products","Cyprus","Yield","Barley","2019","100 g/ha","26252"
"Crops and livestock products","Cyprus","Yield","Barley","2020","100 g/ha","21334"
"Crops and livestock products","Cyprus","Yield","Wheat","2006","100 g/ha","13951"
"Crops and livestock products","Cyprus","Yield","Wheat","2007","100 g/ha","20261"
"Crops and livestock products","Cyprus","Yield","Wheat","2008","100 g/ha","4954"
"Crops and livestock products","Cyprus","Yield","Wheat","2009","100 g/ha","25499"
"Crops and livestock products","Cyprus","Yield","Wheat","2010","100 g/ha","24115"
"Crops and livestock products","Cyprus","Yield","Wheat","2011","100 g/ha","22413"
"Crops and livestock products","Cyprus","Yield","Wheat","2012","100 g/ha","26811"
"Crops and livestock products","Cyprus","Yield","Wheat","2013","100 g/ha","21935"
"Crops and livestock products","Cyprus","Yield","Wheat","2014","100 g/ha","7245"
"Crops and livestock products","Cyprus","Yield","Wheat","2015","100 g/ha","29540"
"Crops and livestock products","Cyprus","Yield","Wheat","2016","100 g/ha","8230"
"Crops and livestock products","Cyprus","Yield","Wheat","2017","100 g/ha","19120"
"Crops and livestock products","Cyprus","Yield","Wheat","2018","100 g/ha","15029"
"Crops and livestock products","Cyprus","Yield","Wheat","2019","100 g/ha","27828"
"Crops and livestock products","Cyprus","Yield","Wheat","2020","100 g/ha","26715"
"Crops and livestock products","Czechia","Yield","Barley","2006","100 g/ha","35932"
"Crops and livestock products","Czechia","Yield","Barley","2007","100 g/ha","37968"
"Crops and livestock products","Czechia","Yield","Barley","2008","100 g/ha","46515"
"Crops and livestock products","Czechia","Yield","Barley","2009","100 g/ha","44040"
"Crops and livestock products","Czechia","Yield","Barley","2010","100 g/ha","40739"
"Crops and livestock products","Czechia","Yield","Barley","2011","100 g/ha","48653"
"Crops and livestock products","Czechia","Yield","Barley","2012","100 g/ha","42279"
"Crops and livestock products","Czechia","Yield","Barley","2013","100 g/ha","45668"
"Crops and livestock products","Czechia","Yield","Barley","2014","100 g/ha","56118"
"Crops and livestock products","Czechia","Yield","Barley","2015","100 g/ha","54418"
"Crops and livestock products","Czechia","Yield","Barley","2016","100 g/ha","56651"
"Crops and livestock products","Czechia","Yield","Barley","2017","100 g/ha","52250"
"Crops and livestock products","Czechia","Yield","Barley","2018","100 g/ha","49459"
"Crops and livestock products","Czechia","Yield","Barley","2019","100 g/ha","53760"
"Crops and livestock products","Czechia","Yield","Barley","2020","100 g/ha","54719"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2006","100 g/ha","67526"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2007","100 g/ha","67955"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2008","100 g/ha","75446"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2009","100 g/ha","84506"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2010","100 g/ha","67062"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2011","100 g/ha","87908"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2012","100 g/ha","77778"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2013","100 g/ha","69697"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2014","100 g/ha","84278"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2015","100 g/ha","55358"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2016","100 g/ha","97882"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2017","100 g/ha","68389"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2018","100 g/ha","59762"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2019","100 g/ha","82889"
"Crops and livestock products","Czechia","Yield","Maize (corn)","2020","100 g/ha","94635"
"Crops and livestock products","Czechia","Yield","Wheat","2006","100 g/ha","44865"
"Crops and livestock products","Czechia","Yield","Wheat","2007","100 g/ha","48570"
"Crops and livestock products","Czechia","Yield","Wheat","2008","100 g/ha","57726"
"Crops and livestock products","Czechia","Yield","Wheat","2009","100 g/ha","52425"
"Crops and livestock products","Czechia","Yield","Wheat","2010","100 g/ha","49924"
"Crops and livestock products","Czechia","Yield","Wheat","2011","100 g/ha","56921"
"Crops and livestock products","Czechia","Yield","Wheat","2012","100 g/ha","43156"
"Crops and livestock products","Czechia","Yield","Wheat","2013","100 g/ha","56676"
"Crops and livestock products","Czechia","Yield","Wheat","2014","100 g/ha","65104"
"Crops and livestock products","Czechia","Yield","Wheat","2015","100 g/ha","63559"
"Crops and livestock products","Czechia","Yield","Wheat","2016","100 g/ha","64959"
"Crops and livestock products","Czechia","Yield","Wheat","2017","100 g/ha","56705"
"Crops and livestock products","Czechia","Yield","Wheat","2018","100 g/ha","53896"
"Crops and livestock products","Czechia","Yield","Wheat","2019","100 g/ha","57325"
"Crops and livestock products","Czechia","Yield","Wheat","2020","100 g/ha","61389"
"Crops and livestock products","Denmark","Yield","Barley","2006","100 g/ha","48156"
"Crops and livestock products","Denmark","Yield","Barley","2007","100 g/ha","49156"
"Crops and livestock products","Denmark","Yield","Barley","2008","100 g/ha","47344"
"Crops and livestock products","Denmark","Yield","Barley","2009","100 g/ha","57231"
"Crops and livestock products","Denmark","Yield","Barley","2010","100 g/ha","51831"
"Crops and livestock products","Denmark","Yield","Barley","2011","100 g/ha","53912"
"Crops and livestock products","Denmark","Yield","Barley","2012","100 g/ha","56106"
"Crops and livestock products","Denmark","Yield","Barley","2013","100 g/ha","57303"
"Crops and livestock products","Denmark","Yield","Barley","2014","100 g/ha","58696"
"Crops and livestock products","Denmark","Yield","Barley","2015","100 g/ha","61080"
"Crops and livestock products","Denmark","Yield","Barley","2016","100 g/ha","55872"
"Crops and livestock products","Denmark","Yield","Barley","2017","100 g/ha","59998"
"Crops and livestock products","Denmark","Yield","Barley","2018","100 g/ha","43319"
"Crops and livestock products","Denmark","Yield","Barley","2019","100 g/ha","62150"
"Crops and livestock products","Denmark","Yield","Barley","2020","100 g/ha","63633"
"Crops and livestock products","Denmark","Yield","Maize (corn)","2010","100 g/ha","48105"
"Crops and livestock products","Denmark","Yield","Maize (corn)","2011","100 g/ha","52170"
"Crops and livestock products","Denmark","Yield","Maize (corn)","2012","100 g/ha","58217"
"Crops and livestock products","Denmark","Yield","Maize (corn)","2013","100 g/ha","59141"
"Crops and livestock products","Denmark","Yield","Maize (corn)","2014","100 g/ha","72178"
"Crops and livestock products","Denmark","Yield","Maize (corn)","2015","100 g/ha","62000"
"Crops and livestock products","Denmark","Yield","Maize (corn)","2016","100 g/ha","76842"
